1596992400000;110
1597078800000;3715
1597165200000;903
1597251600000;162
1597338000000;403
1597424400000;11965
1597510800000;126
1597597200000;364
1597683600000;190
1597770000000;199
1597856400000;8948
1597942800000;3897
1598029200000;1759
1598115600000;211
1598202000000;336
1598288400000;370
1598374800000;358
1598461200000;7435
1598547600000;5363
1598634000000;7282
1598720400000;310
1598806800000;2731
1598893200000;876
1598979600000;1379
1599066000000;1740
1599152400000;162
1599238800000;1886
1599325200000;389
1599411600000;4570
1599498000000;12735
1599584400000;4775
1599670800000;5309
1599757200000;4956
1599843600000;2690
1599930000000;10024
1600016400000;4684
1600102800000;16073
1600189200000;8586
1600275600000;7418
1600362000000;10627
1600448400000;3692
1600534800000;476
1600621200000;6331
1600707600000;4971
1600794000000;5878
1600880400000;5223
1600898400000;183
1600966800000;4420
1601053200000;973
1601139600000;1205
1601226000000;6390
1601312400000;4614
1601398800000;5891
1601485200000;15414
1601571600000;6064
1601658000000;2307
1601744400000;2956
1601830800000;2748
1601917200000;19150
1602003600000;6057
1602090000000;6576
1602176400000;5113
1602262800000;4309
1602349200000;2511
1602435600000;4927
1602522000000;5417
1602608400000;8931
1602694800000;14011
1602781200000;5567
1602867600000;2507
1602954000000;9770
1603040400000;8139
1603126800000;6097
1603213200000;6754
1603299600000;12040
1603386000000;3822
1603472400000;3284
1603558800000;12547
1603645200000;8689
1603731600000;3901
1603818000000;4294
1603904400000;5087
1603990800000;6297
1604077200000;12509
1604163600000;9614
1604250000000;4610
1604336400000;19208
1604422800000;7032
1604509200000;5663
1604595600000;8126
1604682000000;9561
1604768400000;8553
1604854800000;8492
1604941200000;5296
1605027600000;13662
1605114000000;6894
1605200400000;10098
1605286800000;7223
1605373200000;4702
1605459600000;10144
1605546000000;3415
1605632400000;4034
1605718800000;10933
1605805200000;17011
1605891600000;3923
1605978000000;7974
1606064400000;6154
1606150800000;379
1606237200000;7672
1606323600000;10053
1606410000000;7699
1606496400000;6968
1606582800000;2145
1606669200000;5810
1606755600000;10622
1606842000000;4751
1606928400000;4417
1607014800000;7429
1607101200000;4468
1607187600000;5563
1607274000000;4811
1607360400000;8987
1607446800000;5621
1607533200000;4448
1607619600000;14949
1607706000000;7879
1607792400000;4322
1607878800000;5386
1607965200000;13627
1608051600000;11419
1608138000000;11586
1608224400000;12831
1608310800000;6987
1608397200000;13052
1608483600000;10433
1608570000000;1766
1608656400000;5201
1608742800000;9140
1608829200000;9339
1608915600000;4303
1609002000000;4942
1609088400000;2909
1609174800000;6041
1609261200000;2817
1609347600000;7974
1609434000000;366
1609520400000;9439
1609606800000;21321
1609693200000;2759
1609779600000;8828
1609866000000;2971
1609952400000;5291
1610038800000;3866
1610125200000;3733
1610211600000;5022
1610298000000;5394
1610384400000;5322
1610470800000;4542
1610557200000;4404
1610643600000;8671
1610730000000;13082
1610816400000;5523
1610902800000;4421
1610989200000;7311
1611075600000;6838
1611162000000;16182
1611248400000;13795
1611334800000;8133
1611421200000;10769
1611507600000;6026
1611594000000;0
1612976400000;80
1613667600000;4890
1613754000000;2387
1613840400000;5106
1613926800000;410
1614013200000;5495
1614099600000;6713
1614186000000;7032
1614272400000;8715
1614358800000;8214
1614445200000;6101
1614531600000;9655
1614618000000;6578
1614704400000;7281
1614790800000;11104
1614877200000;12057
1614963600000;10108
1615050000000;9302
1615136400000;10044
1615222800000;11183
1615309200000;8987
1615395600000;8496
1615482000000;8281
1615568400000;4558
1615654800000;3360
1615741200000;7950
1615827600000;2041
1615914000000;6310
1616000400000;7594
1616086800000;2625
1616173200000;4148
1616259600000;6823
1616346000000;2210
1616432400000;6505
1616518800000;6403
1616605200000;8533
1616691600000;5421
1616778000000;4343
1616864400000;260
1616950800000;6912
1617037200000;2384
1617123600000;7852
1617210000000;5480
1617296400000;5465
1617382800000;6646
1617469200000;3140
1617555600000;3322
1617642000000;400
1617728400000;6138
1617814800000;5606
1617901200000;6003
1617987600000;6732
1618074000000;3753
1618160400000;7456
1618246800000;5489
1618333200000;6926
1618419600000;5523
1618506000000;5673
1618592400000;8955
1618678800000;2523
1618765200000;6693
1618851600000;5794
1618938000000;10997
1619024400000;1611
1619110800000;7350
1619197200000;13234
1619283600000;4897
1619370000000;7422
1619456400000;7418
1619542800000;12334
1619629200000;5798
1619715600000;6398
1619802000000;15819
1619888400000;20601
1619974800000;13128
1620061200000;8952
1620147600000;7631
1620234000000;9119
1620320400000;10250
1620406800000;11522
1620493200000;13806
1620579600000;19517
1620666000000;6058
1620752400000;18089
1620838800000;8065
1620925200000;14449
1621011600000;5967
1621098000000;4905
1621184400000;7900
1621270800000;5392
1621357200000;7711
1621443600000;5830
1621530000000;18809
1621616400000;7833
1621702800000;5649
1621789200000;23006
1621875600000;11137
1621962000000;26904
1622048400000;18111
1622134800000;22218
1622221200000;12526
1622307600000;9933
1622394000000;24283
1622480400000;6620
1622566800000;12228
1622653200000;4922
1622739600000;22567
1622826000000;4577
1622912400000;7983
1622998800000;7453
1623085200000;9085
1623171600000;13349
1623258000000;9936
1623344400000;5481
1623430800000;15428
1623517200000;2512
1623603600000;2244
1623690000000;19961
1623776400000;5492
1623862800000;1667
1623949200000;18420
1624035600000;8206
1624122000000;2231
1624208400000;9836
1624294800000;12676
1624381200000;238
1624467600000;1888
1624554000000;11401
1624640400000;8709
1624726800000;2213
1624813200000;7319
1624899600000;5977
1624986000000;3580
1625072400000;3653
1625158800000;7792
1625245200000;6589
1625331600000;5901
1625418000000;6910
1625504400000;4017
1625590800000;4416
1625677200000;50
1625763600000;7470
1625850000000;4598
1625936400000;5208
1626022800000;9920
1626109200000;605
1626195600000;4372
1626282000000;3107
1626368400000;4715
1626454800000;5952
1626541200000;8497
1626627600000;4529
1626714000000;8887
1626800400000;8085
1626886800000;2804
1626973200000;7133
1627059600000;8737
1627146000000;686
1627232400000;6498
1627318800000;7866
1627405200000;5891
1627491600000;5773
1627578000000;705
1627664400000;4857
1627750800000;6470
1627765200000;4146
1627851600000;155
1627938000000;5351
1628024400000;12027
1628110800000;11068
1628197200000;9019
1628283600000;3388
1628370000000;4511
1628456400000;11618
1628542800000;4276
1628629200000;5344
1628701200000;2425
1628787600000;3251
1628874000000;1834
1628960400000;4094
1629046800000;191
1629133200000;5854
1629219600000;2220
1629306000000;4144
1629392400000;3770
1629478800000;2309
1629565200000;4408
1629651600000;11231
1629738000000;9657
1629824400000;1993
1629910800000;4446
1629997200000;6583
1630083600000;3331
1630170000000;7852
1630256400000;6661
1630342800000;7346
1630429200000;13174
1630515600000;9765
1630602000000;9641
1630688400000;10796
1630774800000;12548
1630861200000;8096
1630947600000;9555
1631034000000;8410
1631120400000;6293
1631206800000;4653
1631293200000;4710
1631379600000;1653
1631466000000;6788
1631552400000;4972
1631638800000;9873
1631725200000;7033
1631811600000;495
1631898000000;4857
1631984400000;2040
1632070800000;4008
1632157200000;5743
1632243600000;5904
1632330000000;4827
1632416400000;5477
1632502800000;921
1632589200000;561
1632675600000;4575
1632762000000;5493
1632848400000;5269
1632934800000;7317
1633021200000;5396
1633107600000;5605
1633194000000;2310
1633280400000;6641
1633366800000;6634
1633453200000;5691
1633539600000;14698
1633626000000;5268
1633712400000;5390
1633798800000;0
